ID,Unit Code,Unit Name,Credit Points,EFTSL,Unit Fee
1245,JAPN3407, Japanese 7,6,0.125,$494 
1246,JAPN3408, Japanese 8,6,0.125,$494 
1247,JAPN2408, Japanese 8,6,0.125,$494 
1248,LAWS5162, Jessup International Moot Competition,12,0.25,"$3,625 "
1249,COMM3004, Journalism and Strategic Communication,6,0.125,"$1,813 "
1250,ASIA5001, Key Debates in the Asian Region,6,0.125,"$1,813 "
1251,PSYC5521, Key Principles in the Assessment and Diagnosis of Autism Spectrum Disorder: A Lifespan Approach,6,0.125,"$1,813 "
1252,MUSC1345, Keyboard and Performance Technologies 1,6,0.125,$994 
1253,MUSC2455, Keyboard and Performance Technologies 2,6,0.125,$994 
1254,INDG2700, Knowing Country: The Dreaming and Darwin,6,0.125,"$1,813 "
1255,ANTH4103, Knowing Social Realities: Theoretical Foundations,6,0.125,"$1,813 "
1256,PHIL2007, Knowledge and the Justification of Belief,6,0.125,"$1,813 "
1257,KOREM201, Korea and It's Neighbours,2,0.042,$604 
1258,KORE1401, Korean 1,6,0.125,$494 
1259,KORE1402, Korean 2,6,0.125,$494 
1260,KORE2403, Korean 3,6,0.125,$494 
1261,KORE2404, Korean 4,6,0.125,$494 
1262,KORE3405, Korean 5,6,0.125,$494 
1263,KORE1405, Korean 5,6,0.125,$494 
1264,KORE1406, Korean 6,6,0.125,$494 
1265,KORE3406, Korean 6,6,0.125,$494 
1266,KORE2811, Korean Culture from Koryo to K-pop,6,0.125,"$1,813 "
1267,PATH5161, Laboratory Haematology,6,0.125,$994 
1268,ENVT3338, Land Capability Assessment,6,0.125,$994 
1269,LAWS4107, Land Law,6,0.125,"$1,813 "
1270,ENVT3339, Land Rehabilitation,6,0.125,$994 
1271,LACH4423, Landscape and Urban Ecology,6,0.125,$994 
1272,LACH2000, Landscape Context Studio,6,0.125,$994 
1273,LACH2001, Landscape Dynamic Studio,6,0.125,$994 
1274,LACH5506, Landscape Dynamics: Reconfiguring Terrains,6,0.125,$994 
1275,LACH5414, Landscape Professional Documents,6,0.125,$994 
1276,LACH5460, Landscape Professional Practice,6,0.125,$994 
1277,LACH3001, Landscape Resolutions Studio,12,0.25,"$1,988 "
1278,LACH3000, Landscape Synthesis Studio,6,0.125,$994 
1279,LING1001, Language and Communication,6,0.125,$494 
1280,EDUC5504, Language and Literacy in Early Childhood,6,0.125,$494 
1281,LING1002, Language as a Cognitive System,6,0.125,$494 
1282,EDUC5461, Languages Education Curriculum I,6,0.125,$494 
1283,EDUC5471, Languages Education Curriculum II,6,0.125,$494 
1284,CLAN1101, Latin 1,6,0.125,$494 
1285,CLAN2102, Latin 2,6,0.125,$494 
1286,CLAN2103, Latin 3,6,0.125,$494 
1287,CLAN3104, Latin 4,6,0.125,$494 
1288,CLAN4104, Latin Language and Literature,6,0.125,$494 
1289,LAWS3334, Law and Religion,6,0.125,"$1,813 "
1290,DENT5658, Law Enforcement,6,0.125,"$1,413 "
1291,LAWS2227, Law in Action,6,0.125,"$1,813 "
1292,LAWS5179, Law of the Sea,6,0.125,"$1,813 "
1293,LAWS5160, Law Review Part 1,3,0.063,$906 
1294,LAWS5161, Law Review Part 2,3,0.063,$906 
1295,LAWS3316," Law, Advocacy, Activism and Change",6,0.125,"$1,813 "
1296,LAWS1111," Law, Conflict and Change",6,0.125,"$1,813 "
1297,PSYC5559, Leadership,6,0.125,"$1,813 "
1298,MGMT3302, Leadership and Performance,6,0.125,"$1,813 "
1299,EDUC5612, Leadership for Learning,6,0.125,$494 
1300,MGMT5517, Leadership for Social Impact,6,0.125,"$1,813 "
1301,MGMT5532, Leadership in Healthcare,6,0.125,"$1,813 "
1302,MGMT5512, Leadership in Maintenance,6,0.125,"$1,813 "
1303,MGMT5528, Leading Self and Leading Others,6,0.125,"$1,813 "
1304,EDUC5531, Learning and Assessment in Years 7-12,6,0.125,$494 
1305,EDUC1102, Learning Effectively: Improving Your Learning and Teaching,6,0.125,$494 
1306,EDUC2205, Learning in the Professions,6,0.125,$494 
1307,SWSP5632, Legal and Organisational Contexts for Social Work,6,0.125,"$1,813 "
1308,LAWS5188, Legal APPtitude,6,0.125,"$1,813 "
1309,LAWS2201, Legal Framework of Business,6,0.125,"$1,813 "
1310,LAWS5174, Legal Internship,6,0.125,"$1,813 "
1311,LAWS5813, Legal Issues for Not-for-Profit Entities,6,0.125,"$1,813 "
1312,INDG1120, Legal Studies Professional Practicum 1,12,0.25,"$3,625 "
1313,LAWS4109, Legal Theory and Ethics,6,0.125,"$1,813 "
1314,LAWS5820, Legislation in Practice,6,0.125,"$1,813 "
1315,SSEH3345, Lifespan Motor Development,6,0.125,"$1,813 "
1316,LING3007, Linguistics of Australian Indigenous Languages,6,0.125,$494 
1317,EDUC5516, Literacy Across the Curriculum,6,0.125,$494 
1318,ENGL1002, Literary Classics,6,0.125,$494 
1319,SPAN3813, Literature in Spanish,6,0.125,$494 
1320,MGMT6794, Literature Review and Criticism,6,0.125,"$1,813 "
1321,SSEH5020, Literature Review and Research Proposal,6,0.125,$994 
1322,APHB5520, Literature Review and Research Proposal,6,0.125,$994 
1323,BMED4001, Literature Review in Biomedical Sciences,6,0.125,$994 
1324,CLAN4105," Literature, Narrative, History",6,0.125,$494 
1325,ARTF2031, Living Art,6,0.125,$994 
1326,GEOG3302," Local Places, Global Contexts",6,0.125,$994 
1327,PHIL2002, Logic: How to Defeat Your Foes with Reasoning,6,0.125,"$1,813 "
1328,INMT5503, Logistics and Supply Chain Management,6,0.125,"$1,813 "
1329,HIST2015, Looking for Australia: From the Deep Past to Federation,6,0.125,"$1,813 "
1330,HIST1003," Love, Belief, and Death in Europe, 800-1800",6,0.125,"$1,813 "
1331,CITS5508, Machine Learning,6,0.125,$994 
1332,PHIL2008, Machine Minds and Superintelligence: The Philosophy of Artificial Intelligence,6,0.125,"$1,813 "
1333,ECON4418, Macroeconomic Theory,6,0.125,"$1,813 "
1334,ECON1102, Macroeconomics: Money and Finance,6,0.125,"$1,813 "
1335,ECON2234, Macroeconomics: Policy and Applications,6,0.125,"$1,813 "
1336,BLDG5800, Major Project,12,0.25,"$1,988 "
1337,APHB5524, Major Project and Dissertation Part 1,6,0.125,$994 
1338,APHB5525, Major Project and Dissertation Part 2,6,0.125,$994 
1339,APHB5526, Major Project and Dissertation Part 3,6,0.125,$994 
1340,APHB5527, Major Project and Dissertation Part 4,6,0.125,$994 
1341,BLDG5801, Major Project Online,12,0.25,"$1,988 "
1342,SVLG1006, Making a Difference: Civic Participation and Social Change,6,0.125,"$1,813 "
1343,ACCT2112, Management Accounting,6,0.125,"$1,813 "
1344,ACCT5703, Management Accounting and Applied Finance,6,0.125,"$1,813 "
1345,PHCY5613, Management and Economics in Pharmacy,6,0.125,$994 
1346,DENT5628, Management and Financing of Oral Health Services,6,0.125,"$1,413 "
1347,MGMT5507, Management and Organisations,6,0.125,"$1,813 "
1348,MGMT1136, Management and Organisations,6,0.125,"$1,813 "
1349,INMT5620, Management of Information Systems,6,0.125,$994 
1350,MKTG5603, Management of Technology and Innovation,6,0.125,"$1,813 "
1351,MGMT5503, Management Strategy,6,0.125,"$1,813 "
1352,FINA5530, Managerial Finance,6,0.125,"$1,813 "
1353,EMPL3208, Managing Diversity,6,0.125,"$1,813 "
1354,HRMT3345," Managing Jobs, Performance and Wellbeing",6,0.125,"$1,813 "
1355,MGMT3346, Managing Organisational Change,6,0.125,"$1,813 "
1356,BIOL5502, Managing Threatened Species and Ecological Communities,6,0.125,$994 
1357,FINA1109, Managing Your Personal Finance,6,0.125,"$1,813 "
1358,PHYS2002, Many Particle Systems,6,0.125,$994 
1359,BIOL2204, Marine Biology,6,0.125,$994 
1360,BIOL4407, Marine Conservation and Fisheries Management,6,0.125,$494 
1361,BIOL4408, Marine Ecology,6,0.125,$994 
1362,SCIE2204, Marine Systems,6,0.125,$994 
1363,MKTG5408, Marketing Analysis and Planning,6,0.125,"$1,813 "
1364,MKTG3309, Marketing Analytics,6,0.125,"$1,813 "
1365,MKTG5505, Marketing and Society,6,0.125,"$1,813 "
1366,MKTG5561, Marketing Management,6,0.125,"$1,813 "
1367,MKTG5463, Marketing of Services,6,0.125,"$1,813 "
1368,MKTG5550, Marketing Principles,6,0.125,"$1,813 "
1369,MKTG2305, Marketing Research,6,0.125,"$1,813 "
1370,CHPR1005, Mass and Energy Balances,6,0.125,$994 
1371,ENSC3005, Mass and Energy Balances,6,0.125,$994 
1372,EDUC5620, Master's Dissertation,12,0.25,$988 
1373,PHYS5031, Master's Dissertation - Computational Physics Part 1,6,0.125,$994 
1374,PHYS5032, Master's Dissertation - Computational Physics Part 2,6,0.125,$994 
1375,PHYS5033, Master's Dissertation - Computational Physics Part 3,6,0.125,$994 
1376,PHYS5034, Master's Dissertation - Computational Physics Part 4,6,0.125,$994 
1377,PHYS5021, Master's Dissertation - Experimental Physics Part 1,6,0.125,$994 
1378,PHYS5022, Master's Dissertation - Experimental Physics Part 2,6,0.125,$994 
1379,PHYS5023, Master's Dissertation - Experimental Physics Part 3,6,0.125,$994 
1380,PHYS5024, Master's Dissertation - Experimental Physics Part 4,6,0.125,$994 
1381,PHYS5431, Master's Dissertation - Medical Physics Part 1,6,0.125,$994 
1382,PHYS5432, Master's Dissertation - Medical Physics Part 2,6,0.125,$994 
1383,PHYS5433, Master's Dissertation - Medical Physics Part 3,6,0.125,$994 
1384,PHYS5434, Master's Dissertation - Medical Physics Part 4,6,0.125,$994 
1385,PHYS5002, Master's Dissertation - Physics Research Presentation Part 5,6,0.125,$994 
1386,PHYS5011, Master's Dissertation - Theoretical Physics Part 1,6,0.125,$994 
1387,PHYS5012, Master's Dissertation - Theoretical Physics Part 2,6,0.125,$994 
1388,PHYS5013, Master's Dissertation - Theoretical Physics Part 3,6,0.125,$994 
1389,PHYS5014, Master's Dissertation - Theoretical Physics Part 4,6,0.125,$994 
1390,ECON5881, Master's Dissertation (Economics) Part 1,6,0.125,"$1,813 "
1391,ECON5882, Master's Dissertation (Economics) Part 2,6,0.125,"$1,813 "
1392,ECON5883, Master's Dissertation (Economics) Part 3,6,0.125,"$1,813 "
1393,ECON5884, Master's Dissertation (Economics) Part 4,6,0.125,"$1,813 "
1394,SOCS5551, Master's Dissertation 1,6,0.125,"$1,813 "
1395,SCIE5551, Master's Dissertation 1,6,0.125,$994 
1396,SOCS5552, Master's Dissertation 2,6,0.125,"$1,813 "
1397,GEOG5552, Master's Dissertation 2,6,0.125,$994 
1398,GEOG5553, Master's Dissertation 3,6,0.125,$994 
1399,SOCS5553, Master's Dissertation 3,6,0.125,"$1,813 "
1400,POLS5701, Master's Dissertation Part 1,12,0.25,"$3,625 "
1401,POLS5702, Master's Dissertation Part 2,12,0.25,"$3,625 "
1402,BIOL5552, Masters in Biological Sciences Research Dissertation Part 1,6,0.125,$994 
1403,BIOL5553, Masters in Biological Sciences Research Dissertation Part 2,6,0.125,$994 
1404,BIOL5554, Masters in Biological Sciences Research Dissertation Part 3,6,0.125,$994 
1405,BIOL5555, Masters in Biological Sciences Research Dissertation Part 4,6,0.125,$994 
1406,BIOL5556, Masters in Biological Sciences Research Presentation Skills,6,0.125,$994 
1407,BIOL5551, Masters in Biological Sciences Research Project Development,6,0.125,$994 
1408,GEOG5014," Masters Research Project in Geography, Environment and Planning Part 4",6,0.125,"$1,813 "
1409,GEOS5011, Masters Research Project in Geoscience Part 1,6,0.125,$994 
1410,GEOS5012, Masters Research Project in Geoscience Part 2,6,0.125,$994 
1411,GEOS5013, Masters Research Project in Geoscience Part 3,6,0.125,$994 
1412,GEOS5014, Masters Research Project in Geoscience Part 4,6,0.125,$994 
1413,GEOS5015, Masters Research Project in Hydrogeology Part 1,6,0.125,$994 
1414,GEOS5016, Masters Research Project in Hydrogeology Part 2,6,0.125,$994 
1415,GEOS5017, Masters Research Project in Hydrogeology Part 3,6,0.125,$994 
1416,GEOS5018, Masters Research Project in Hydrogeology Part 4,6,0.125,$994 
1417,ENSC3002, Materials and Manufacturing,6,0.125,$994 
1418,ARCT2030, Materials and Small Constructions,6,0.125,$994 
1419,SCIE5516, Materials Characterisation for Bioengineering Applications,6,0.125,$994 
1420,MATH4023, Mathematical Optimisation,6,0.125,$494 
1421,PHYS3011, Mathematical Physics,6,0.125,$994 
1422,MATH1012, Mathematical Theory and Methods,6,0.125,$494 
1423,MATH4001, Mathematics and Statistics Research Project Part 1,12,0.25,$988 
1424,MATH4002, Mathematics and Statistics Research Project Part 2,12,0.25,$988 
1425,EDUC5462, Mathematics Curriculum I,6,0.125,$494 
1426,EDUC5472, Mathematics Curriculum II,6,0.125,$494 
1427,MATH1721, Mathematics Foundations: Methods,6,0.125,$494 
1428,MATH1722, Mathematics Foundations: Specialist,6,0.125,$494 
1429,MATH1720, Mathematics Fundamentals,6,0.125,$494 
1430,MATH1601, Mathematics: From the Renaissance to Modern Day,6,0.125,$494 
1431,SVLG3003, McCusker Centre for Citizenship Internship,6,0.125,"$1,813 "
1432,SVLG2002, McCusker Centre for Citizenship Internship,6,0.125,"$1,813 "
1433,SVLG1002, McCusker Centre for Citizenship Internship,6,0.125,"$1,813 "
1434,SVLG5001, McCusker Centre for Citizenship Internship,6,0.125,"$1,813 "
1435,MECH4424, Measurement and Noise,6,0.125,$994 
1436,MECH5551, Mechanical Engineering Design Project 1,6,0.125,$994 
1437,MECH5552, Mechanical Engineering Design Project 2,6,0.125,$994 
1438,ENSC3001, Mechanisms and Machines,6,0.125,$994 
1439,COMM3001, Media Enterprise in Transition,6,0.125,"$1,813 "
1440,COMM5604, Media Governance,6,0.125,"$1,813 "
1441,COMM2001, Media Influence,6,0.125,"$1,813 "
1442,LAWS5152, Media Law,6,0.125,"$1,813 "
1443,COMM3002, Media Production Project,6,0.125,"$1,813 "
1444,PATH3305, Medical Genetics,6,0.125,$994 
1445,PHYS5401, Medical Imaging Physics,6,0.125,$994 
1446,BMED4003," Medical Research Design, Protocols and Analysis",6,0.125,$994 
1447,BMED4004, Medical Research Ethics and Scientific Rationale,6,0.125,$994 
1448,BMED4005, Medical Research Project Part 1,6,0.125,$994 
1449,BMED4006, Medical Research Project Part 2,6,0.125,$994 
1450,BMED4007, Medical Research Project Part 3,6,0.125,$994 
1451,BMED4008, Medical Research Project Part 4,6,0.125,$994 
1452,IMED2003, Medical Sciences Research Methodologies,6,0.125,"$1,413 "
1453,PHCY5619, Medicinal Chemistry for Pharmacy,6,0.125,$994 
1454,PHCY5611, Medicinal Product Formulation,6,0.125,$994 
1455,FNSC5615, Medicolegal Death Investigation,6,0.125,$994 
1456,HIST2013, Medieval and Early Modern Women,6,0.125,"$1,813 "
1457,SWSP5616, Mental Health Policy and Practice,6,0.125,"$1,813 "
1458,IMED2200, Mental Wellbeing for Today's World,6,0.125,$994 
1459,FINA5603, Mergers and Acquisitions,6,0.125,"$1,813 "
1460,PHIL4107, Metaethics,6,0.125,"$1,813 "
1461,PHIL3001, Metaphysics: a User's Guide to Time Travel,6,0.125,"$1,813 "
1462,ENGL4102, Methodologies,6,0.125,$494 
1463,LING4103, Methods in Linguistics Research,6,0.125,$494 
1464,MICR3310, Microbial Ecology and One Health,6,0.125,$994 
1465,ECON5004, Microeconometric Models for Agricultural and Environmental Economics,6,0.125,"$1,813 "
1466,ECON4402, Microeconomic Theory,6,0.125,"$1,813 "
1467,ECON5003, Microeconomic Theory for Agricultural and Environmental Economics,6,0.125,"$1,813 "
1468,ECON2233, Microeconomics: Policy and Applications,6,0.125,"$1,813 "
1469,ECON1101, Microeconomics: Prices and Markets,6,0.125,"$1,813 "
1470,ANTH2801," Migrants, Refugees and Travellers: Mobility and Immobility in Transnational Lives",6,0.125,"$1,813 "
1471,GEOG4001, Migration and Development,6,0.125,"$1,813 "
1472,ANTH3501," Mind, Body, Culture",6,0.125,"$1,813 "
1473,EART3351, Mineral Resources,6,0.125,$994 
1474,MINE4405, Mineral Resources,6,0.125,$994 
1475,GEOS4411, Mineralising Systems,6,0.125,$994 
1476,LAWS5144, Mining and Energy Law,6,0.125,"$1,813 "
1477,MINE5551, Mining Engineering Design Project 1,6,0.125,$994 
1478,MINE5552, Mining Engineering Design Project 2,6,0.125,$994 
1479,GEOS5504, Mining Hydrogeology,6,0.125,$994 
1480,LAWS6726, Mining Law,6,0.125,"$1,813 "
1481,LAWS5517, Mining Law,6,0.125,"$1,813 "
1482,MINE5501, Mining Management,6,0.125,$994 
1483,PSYC5548, MIOP Practical Placement 1,6,0.125,"$1,813 "
1484,PSYC5832, MIOP Practical Placement 2,6,0.125,"$1,813 "
1485,PSYC5517, MIOP Practical Placement 3,6,0.125,"$1,813 "
1486,PSYC5547, MIOP Professional Practice and Ethics,6,0.125,"$1,813 "
1487,CITS4419, Mobile and Wireless Computing,6,0.125,$994 
1488,INMT5518," Models for Logistics, Operations and Services",6,0.125,$994 
1489,PHYS1200, Modern and Frontier Physics,6,0.125,$994 
1490,GENG5503, Modern Control Systems,6,0.125,$994 
1491,ITAL3817, Modern Italy in Film,6,0.125,$494 
1492,CHEM3004, Modern Methods in Organic Chemistry,6,0.125,$994 
1493,PHYS1002, Modern Physics,6,0.125,$994 
1494,NEUR4010, Modern Research Tools in Neuroscience,6,0.125,$994 
1495,ENGL2215, Modernism and the Avant-garde,6,0.125,$494 
1496,MICR5831, Molecular and Cellular Microbiology,6,0.125,$994 
1497,BIOC3001, Molecular Biology,6,0.125,$994 
1498,SCIE1106, Molecular Biology of the Cell,6,0.125,$994 
1499,MICR5846, Molecular Epidemiology and Microbial Communities,6,0.125,$994 
1500,GENE2230, Molecular Genetics I,6,0.125,$994 
1501,GENE3340, Molecular Genetics II,6,0.125,$994 
1502,PATH2211, Molecular Medicine,6,0.125,$994 
1503,FNSC5515, Molecular Osteology,6,0.125,$994 
1504,PATH5151, Molecular Pathology,6,0.125,$994 
1505,PATH5155, Molecular Pathology Practicum,6,0.125,$994 
1506,PHAR3310, Molecular Pharmacology,6,0.125,$994 
1507,PHAR3311, Molecular Pharmacology Methods,6,0.125,$994 
1508,ECON3350," Money, Banking and Financial Markets",6,0.125,"$1,813 "
1509,LAWS5307, Mooting,6,0.125,"$1,813 "
1510,PHIL3003, Moral Theory,6,0.125,"$1,813 "
1511,LING2001, Morphosyntax of the World's Languages,6,0.125,$494 
1512,SSEH3385, Motor Development and Dysfunction,6,0.125,"$1,813 "
1513,SSEH2240, Motor Learning and Control,6,0.125,"$1,813 "
1514,PSYC5583, MPsych Research Dissertation Part 1,6,0.125,"$1,813 "
1515,PSYC5584, MPsych Research Dissertation Part 2,6,0.125,"$1,813 "
1516,PSYC5585, MPsych Research Dissertation Part 3,6,0.125,"$1,813 "
1517,PSYC5586, MPsych Research Dissertation Part 4,6,0.125,"$1,813 "
1518,SCIE5580, MSc Research Proposal,6,0.125,$494 
1519,STAT4065, Multilevel and Mixed-Effects Modelling,6,0.125,$494 
1520,GEOS5505, Multiscale Tectonic Systems,6,0.125,$994 
1521,MATH1011, Multivariable Calculus,6,0.125,$494 
1522,SSEH5651, Musculoskeletal Rehabilitation,6,0.125,$994 
1523,MUSC2341, Music and Practices of Listening,6,0.125,$994 
1524,MUSC3560, Music Education in Research and Practice,6,0.125,$494 
1525,MUSC1981, Music Ensemble 1,6,0.125,$994 
1526,MUSC1982, Music Ensemble 2,6,0.125,$994 
1527,MUSC2981, Music Ensemble 3,6,0.125,$994 
1528,MUSC2982, Music Ensemble 4,6,0.125,$994 
1529,MUSC4140, Music Honours Research 1,12,0.25,"$1,988 "
1530,MUSC4141, Music Honours Research 2,12,0.25,"$1,988 "
1531,MUSC2342, Music in Action,6,0.125,$994 
1532,MUSC3336," Music in Film, TV and Video Games",6,0.125,$994 
1533,MUSC3353, Music in the Community,6,0.125,$994 
1534,MUSC3335, Music in the Sixties,6,0.125,$994 
1535,MUSC2350, Music in World Cultures,6,0.125,$994 
1536,MUSC1321, Music Language 1,6,0.125,$994 
1537,MUSC1322, Music Language 2,6,0.125,$994 
1538,MUSC2520, Music Language 3,6,0.125,$994 
1539,MUSC2525, Music Language 4,6,0.125,$994 
1540,MUSC4104, Music Research Project,6,0.125,$994 
1541,MUSC1054, Music Theory for Electronic Musicians,6,0.125,$994 
1542,MUSC4105," Music, Aesthetics and Criticism",6,0.125,$994 
1543,MUSC3341," Music, Society, and Ideas",6,0.125,$994 
1544,MUSC1340, Musical Revolutions,6,0.125,$994 
1545,FNSC2200, Mysteries of Forensic Science,6,0.125,$994 
1546,CLAN1001," Myths of the Greeks and Romans: Story, History and Reinvention",6,0.125,"$1,813 "
1547,ENGL1401, Narrative in the Digital Age,6,0.125,$494 
1548,BMED3001," Narrative Medicine for Research, Education and Practice",6,0.125,"$1,813 "
1549,CITS4012, Natural Language Processing,6,0.125,$994 
1550,ARCT5513, Near Future Scenarios for a New Architectural Era,6,0.125,$994 
1551,GEOP4002, Near-Surface and Environmental Geophysics,6,0.125,$994 
1552,EMPL5514, Negotiation and Dispute Resolution,6,0.125,"$1,813 "
1553,LAWS5158, Negotiation and Mediation,6,0.125,"$1,813 "
1554,MGMT5647, Negotiation Behaviour,6,0.125,"$1,813 "
1555,EMPL3270, Negotiation: Theory and Practice,6,0.125,"$1,813 "
1556,ENGL2401, Netflicks: Cinema and Long-form Television,6,0.125,"$1,813 "
1557,MATH3002, Network Science,6,0.125,$494 
1558,APHB5503, Neuroendocrinology,6,0.125,$994 
1559,NEUR5011, Neurological Disorders,6,0.125,$994 
1560,SSEH5644, Neurological Rehabilitation,6,0.125,"$1,813 "
1561,PSYC5536, Neuropsychology 1,6,0.125,"$1,813 "
1562,PSYC5537, Neuropsychology 2,6,0.125,"$1,813 "
1563,PSYC5538, Neuropsychology Placement I,6,0.125,"$1,813 "
1564,NEUR3310, Neuroscience,6,0.125,$994 
1565,NEUR5514, Neuroscience Honours Dissertation Part 1,6,0.125,$994 
1566,NEUR5515, Neuroscience Honours Dissertation Part 2,6,0.125,$994 
1567,NEUR5516, Neuroscience Honours Dissertation Part 3,6,0.125,$994 
1568,NEUR5517, Neuroscience Honours Dissertation Part 4,6,0.125,$994 
1569,NEUR1001, Neuroscience in Society,6,0.125,$994 
1570,MKTG3303, New Product Development,6,0.125,"$1,813 "
1571,POLS5010," NGOs, Governance and Development",6,0.125,"$1,813 "
1572,MATH3021, Nonlinear Dynamics and Chaos,6,0.125,$494 
1573,GENG4405, Numerical Methods and Modelling,6,0.125,$494 
1574,OCEN5001, Ocean Data Analysis,6,0.125,$994 
1575,OCEN5002, Ocean Engineering and Technology,6,0.125,$994 
1576,OCEN4002, Ocean Hazards,6,0.125,$994 
1577,OCEN5511, Ocean Leadership Research Project Part 1,6,0.125,$994 
1578,OCEN5512, Ocean Leadership Research Project Part 2,6,0.125,$994 
1579,ENVT3307, Oceanography,6,0.125,$994 
1580,OCENM524," Offshore environment, the building blocks and project life cycle of offshore infrastructure projects",2,0.042,$331 
1581,CIVL5504, Offshore Geomechanics,6,0.125,$994 
1582,LAWS6727, Oil and Gas Agreements,6,0.125,"$1,813 "
1583,LAWS5532, Oil and Gas Agreements,6,0.125,"$1,813 "
1584,BIOC3003, Omics - Global Approaches to Cell Function,6,0.125,$994 
1585,CITS4407, Open Source Tools and Scripting,6,0.125,$994 
1586,CITS2003, Open Source Tools and Scripting,6,0.125,$994 
1587,DENT6849, Oral and Maxillofacial Radiography and Radiology,6,0.125,$994 
1588,DENT5626, Oral Health Care Provision,6,0.125,"$1,413 "
1589,DENT5627, Oral Health Promotion,6,0.125,"$1,413 "
1590,DENT6819, Oral Medicine Clinical Practice I Part 1,6,0.125,"$1,413 "
1591,DENT6820, Oral Medicine Clinical Practice I Part 2,6,0.125,"$1,413 "
1592,DENT6821, Oral Medicine Clinical Practice II Part 1,12,0.25,"$2,825 "
1593,DENT6822, Oral Medicine Clinical Practice II Part 2,12,0.25,"$2,825 "
1594,DENT6823, Oral Medicine Clinical Practice III Part 1,12,0.25,"$2,825 "
1595,DENT6824, Oral Medicine Clinical Practice III Part 2,12,0.25,"$2,825 "
1596,DENT6852, Oral Medicine Research Dissertation,6,0.125,"$1,413 "
1597,DENT6813, Oral Medicine Theory I Part 1,6,0.125,"$1,413 "
1598,DENT6814, Oral Medicine Theory I Part 2,6,0.125,"$1,413 "
1599,DENT6815, Oral Medicine Theory II Part 1,6,0.125,"$1,413 "
1600,DENT6816, Oral Medicine Theory II Part 2,6,0.125,"$1,413 "
1601,DENT6817, Oral Medicine Theory III Part 1,6,0.125,"$1,413 "
1602,DENT6818, Oral Medicine Theory III Part 2,6,0.125,"$1,413 "
1603,MGMT5501, Organisational Behaviour,6,0.125,"$1,813 "
1604,MGMT1135, Organisational Behaviour,6,0.125,"$1,813 "
1605,MGMT5508, Organisational Behaviour and Leadership,6,0.125,"$1,813 "
1606,MGMT5570, Organisational Change and Transformation,6,0.125,"$1,813 "
1607,PSYC5550, Organisational Consultancy Case Study,6,0.125,"$1,813 "
1608,PSYC5515, Organisational Development and Change,6,0.125,"$1,813 "
1609,MGMT2311, Organisational Learning and Innovation,6,0.125,"$1,813 "
1610,DENT6831, Orthodontics Clinical Practice I Part 1,6,0.125,"$1,413 "
1611,DENT6832, Orthodontics Clinical Practice I Part 2,6,0.125,"$1,413 "
1612,DENT6833, Orthodontics Clinical Practice II Part 1,12,0.25,"$2,825 "
1613,DENT6834, Orthodontics Clinical Practice II Part 2,12,0.25,"$2,825 "
1614,DENT6835, Orthodontics Clinical Practice III Part 1,12,0.25,"$2,825 "
1615,DENT6836, Orthodontics Clinical Practice III Part 2,12,0.25,"$2,825 "
1616,DENT6853, Orthodontics Research Dissertation,6,0.125,"$1,413 "
1617,DENT6825, Orthodontics Theory I Part 1,6,0.125,"$1,413 "
1618,DENT6826, Orthodontics Theory I Part 2,6,0.125,"$1,413 "
1619,DENT6827, Orthodontics Theory II Part 1,6,0.125,"$1,413 "
1620,DENT6828, Orthodontics Theory II Part 2,6,0.125,"$1,413 "
1621,DENT6829, Orthodontics Theory III Part 1,6,0.125,"$1,413 "
1622,DENT6830, Orthodontics Theory III Part 2,6,0.125,"$1,413 "
1623,SCIE1122, Our Solar System,6,0.125,$994 
1624,SCIE1121, Our Universe,6,0.125,$994 
1625,PHYS3044, Overseas Research Placement,6,0.125,$994 
1626,DENT6860, Paediatric Dentistry Clinical Practice I Part 1,6,0.125,"$1,413 "
1627,DENT6861, Paediatric Dentistry Clinical Practice I Part 2,6,0.125,"$1,413 "
1628,DENT6862, Paediatric Dentistry Clinical Practice II Part 1,12,0.25,"$2,825 "
1629,DENT6863, Paediatric Dentistry Clinical Practice II Part 2,12,0.25,"$2,825 "
1630,DENT6864, Paediatric Dentistry Clinical Practice III Part 1,12,0.25,"$2,825 "
1631,DENT6865, Paediatric Dentistry Clinical Practice III Part 2,12,0.25,"$2,825 "
1632,DENT6866, Paediatric Dentistry Research Dissertation,6,0.125,"$1,413 "
1633,DENT6854, Paediatric Dentistry Theory I Part 1,6,0.125,"$1,413 "
1634,DENT6855, Paediatric Dentistry Theory I Part 2,6,0.125,"$1,413 "
1635,DENT6856, Paediatric Dentistry Theory II Part 1,6,0.125,"$1,413 "
1636,DENT6857, Paediatric Dentistry Theory II Part 2,6,0.125,"$1,413 "
1637,DENT6858, Paediatric Dentistry Theory III Part 1,6,0.125,"$1,413 "
1638,DENT6859, Paediatric Dentistry Theory III Part 2,6,0.125,"$1,413 "
1639,SSEH5667, Paediatric Exercise Rehabilitation,6,0.125,$994 
1640,ARCT2010, Parallel Modernities in Architecture,6,0.125,$994 
1641,CHPR4405, Particle Mechanics and Solids Handling,6,0.125,$994 
1642,AGRI2201, Pasture and Livestock Systems,6,0.125,$494 
1643,PHYL5511, Pathophysiology of the Auditory and Vestibular Systems,6,0.125,$994 
1644,CIVL5506, Pavement Design,6,0.125,$994 
